Posts;Labels
Onze rechtsstaat is na de uitspraak tegen @geertwilderspvv definitief ter ziele. Rechters spannen samen met politici en ambtenaren om de leider van de tweede partij van NL de mond te snoeren. Hun haat en hun corruptie zal hen echter niks opleveren. De waarheid zal zegevieren!;0
Ja getekend! ;1
Schriftelijke vragen samen met ⁦@geertwilderspvv⁩. ;1
Stop met die gevaarlijke enkelbandjes! Schriftelijke vragen ingediend. ;0
"Bedankt Judith Tammers voor je mooie ingezonden brief in het ⁦@_NIW_⁩ . Ze zijn de laatste tijd daar wat in de war. Maar als ze jouw brief goed lezen komt het misschien wel weer goed met ze ;) ";1
Schriftelijke vragen samen met ⁦@geertwilderspvv⁩ ;1
Kamervragen samen met ⁦@leondejong⁩ ;1
Staat @ferdgrapperhaus geweld tegen Joden toe? Schriftelijke vragen gesteld samen met @geertwilderspvv ;0
Joden in Nederland die nu nog op partijen als @VVD, @cdavandaag, @D66, @christenunie stemmen faciliteren hun eigen ondergang! ;0
"Hey @TwitterSupport @Twitter @TwitterComms herstel het gehackte account van @geertwilderspvv zo snel mogelijk svp! 

please recover the hacked account of @geertwilderspvv as soon as possible!

#twitterhack #twitterhacked";0
De Hoge Raad moet zich kapot schamen! Strafvermindering voor dit monster! Hoe verzin je het?? ;0
Joden werden niet alleen vermoord maar ook massaal beroofd tijdens WOII. Groot onrecht is hen aangedaan. Dit onrecht moet in kaart gebracht en hersteld worden. ;1
Alleen een ezel stoot zich meerdere malen aan dezelfde steen @SanderDekker. Multi gewelddadige verkrachter, is al een week kwijt. In 2016 nog extreem gevaarlijk maar nu op onbegeleid verlof gestuurd? Je verzint het toch niet! ;0
De moordenaar van Anne Faber, die eerder twee jonge meisjes gruwelijk verkrachtte, mag nooit meer vrijkomen. Schandalig dat een advocaat-generaal (wat een idioot!) bij de Hoge Raad adviseert die moordenaar, Michael P, een lagere straf te geven. kamervragen gesteld. ;0
Nee nooit! Die vluchtgevaarlijke enge Jos B moet zijn strafzaak zeker niet in vrijheid afwachten! ;0
@HenkKrol Heel erg veel sterkte! Gecondoleerd;1
Veel sterkte @MoszkowiczA! Risjes, haat en jaloezie hebben het zogenaamde Hof van Discipline ziende blind gemaakt. Dat Hof zou zelf gedisciplineerd moeten worden. Wat een onrecht!;0
We cruisen rustig naar minimaal 37 zetels... ;1
"Foto’s uit de gaskamers van Auschwitz. Ongepaste lugubere interessantdoenerij van deze CDA-er over de ruggen van miljoenen vermoorde Joden; waaronder ook mijn familieleden. Bah!

#VanHelvert #Auschwitz ";0
Zeik niet zo altijd over vlees @RonEisenmann. Jij als VVDer weet als geen ander dat zolang jouw partij al die islamitische antisemieten Nederland binnen blijft halen, de Joden als eerste groep in Nederland geen toekomst hebben. ;0
Wat een sukkel! Rechters ondermijnen de rechtsstaat. ;0
Volwassen daden, volwassen straffen. Lang vastzetten dus. En indien dubbele nationaliteit dan ook hen en hun familie ons land uitgooien! CDA ⁦@ferdgrapperhaus⁩ ga eens aan de slag! ;0
De minister @ferdgrapperhaus neemt de vervolging van keiharde en levensgevaarlijke terroristen niet serieus. Daardoor lopen wij Nederlanders gevaar. Debat aangevraagd! ;0
"Een gelukkig en gezond 2020! Begin het jaar goed en bestel kaarten voor deze geweldige benefietvoorstelling. Komt dat zien; Komt dat zien. Komt dat zien! ";1
100% correct! ;1
Schriftelijke vragen met ⁦@geertwilderspvv⁩ ;1
Zojuist minister Grapperhaus op het matje geroepen hierover. Morgen hopelijk dus mondelinge vragen. Oud-leden verboden pedoclub Martijn in besloten kring verder ;0
En zo is het! ;1
Let’s call them not rabbis but cowards ;0
Word net als ik ook lid van @OmroepON! Een geweldig initiatief van @JoostNiemoller en @arnoldkarskens. ;1
כי נצח ישראל לא ישקר! ;1
Well done and well deserved Michael!  מזל טוב and שנה טובה ;1
Nederland moet de oorlog verklaren aan de georganiseerde misdaad. Die oorlog moeten we winnen met generaals en niet met zachte doetjes als Femke Halsema, het linkse Amsterdamse college en Grapperhaus en Dekker op Justitie en Veiligheid. ;1
"@USAmbIsrael המקום ינחם אתכם בתוך שאר אבלי ציון וירושלים; ולא תוסיפו לדאבה עוד";0
Gloeiende schande! Deze agenten moeten onderscheiding krijgen, niet worden vervolgd!  ;0
Zo’n gek op die positie is gevaarlijker dan een gemiddelde TBSer. ⁦@SanderDekker⁩ en @ferdgrapperhaus ontsla deze incompetente arrogante dwaas onmiddellijk! Directeur kliniek Den Dolder: OVV-rapport zaak-Faber mist nuance /via @NOS ;0
Ernstige vorm van holocaust ontkenning in Nederlandse rechtzaal. Medeplichtige rechters laten dat allemaal maar toe. Gemaakte vergelijkingen zijn in alle opzichten een grof schandaal! ;0
Misdadige rechters geven slechts 2 jaar cel voor gewelddadige verkrachter Gerson F. (19) ;0
Maffia politici en maffia OM willen @geertwilderspvv politiek fusilleren. Doodeng voor alle Nederlanders. Met deze machthebbers is Nederland geen rechtsstaat meer en is iedereen vogelvrij;0
"Laten we altijd opstaan tegen de sukkels van @D66 die de grenzen open laten staan en meer en meer islam importeren om vervolgens krokodillentranen te huilen over de gevolgen daarvan zoals antisemitisme, eerwraak, vrouwenbesnijdenis, terrorisme en haat.
 ";0
Islamitische hordes verstoren demonstratie, gooien stenen en regeren over onze straten. Nederlandse OM doet niks! Schriftelijke vragen met ⁦@GraafdeMachiel⁩ en ⁦@geertwilderspvv⁩ ;0
Deze rechters moeten naar de TBS. Want compleet gestoord. Deze verkrachter moet drie keer levenslang krijgen. Want levensgevaarlijk.Verkrachtende klusjesman krijgt voor dérde keer tbs wegens horrorverkrachting | ThePostOnline ;0
VVD minister Dekker maakt fout op fout. Nu promoveert hij de liegende directeur. En mag diegene die mede verantwoordelijk is voor de moord op Anne Faber zijn eigen falende beleid gaan controleren. Debat aangevraagd!;0
’Dekker brengt Nederlanders in gevaar met falende klinieken’ ;0
Hoe is het mogelijk! VVD minister Dekker laat enge verkrachters en moordenaars vrij rond lopen en laat levensgevaarlijke zware criminelen vanuit de cel in wapens handelen. NL verdient een minister die wèl stevig optreedt! ;0
Die Rinus Otte, die rechter die Michael P. een strafkorting van 5 jaar gaf, moet oprotten. ;0
@marcdehond Veel sterkte Marc! Refua shelema;1
Iran is een levensgevaarlijke, moordzuchtige Islamtische terreurstaat. De sancties van @ministerBlok zijn een lachertje. Nederland moet alle diplomatieke banden met Iran verbreken. Met de duivel voer je geen gesprek. De duivel houd je buiten je deur. ;0
Helaas maar waar.. ;1
Het Openbaar Ministerie is CORRUPT!!! ;0
Het ’geloof’ in haat voor de Joodse staat ;0
Mede dankzij PVV is deze motie aangenomen! ;1
"@geertwilderspvv @pvvfaber Geweldig nieuws voor de PVV!! @pvvfaber  rules &amp; rocks!";1
@henkbres Bedankt!!!;1
@michaeltiebesl Bedankt!!;1
@ThijsWater Bedankt!!;1
@VrouwvdVrijheid Bedankt!!;1
@dokkie27 Bedankt!!;1
@BarthCarlo Bedankt!!;1
@anitahendriks68 Bedankt!!;1
Schriftelijke vragen samen met ⁦@GraafdeMachiel⁩ ;1
Verkrachters liefst levenslang opsluiten! Tbs systeem faalt voor de zoveelste keer en medewerkers in de tbs worden volstrekt onvoldoende beschermd. Schriftelijke vragen gesteld ;0
@WillemFeenstra @volkskrant  ;1
Schriftelijke vragen samen met collega ⁦⁦@lilianhelderpvv⁩ gesteld ;1
Moordenaar loopt wéér vrij rond. Levensgevaarlijke en schandalige beslissing. Minister zou zich moeten schamen. Schriftelijke vragen gesteld ;0
Kamervragen samen met ⁦@GraafdeMachiel⁩ ;1
Levensgevaarlijk en naïef besluit: OM laat jihad kopstop vroegtijdig vrij. Mondelinge vragen en debat aangevraagd. ;0
Kamer wil opheldering verlof uzi-killer Pascal F. ;0
Dekker laat levensgevaarlijke en gestoorde veroordeelde moordenaar vrij rond lopen in Nederland. Een levensgevaarlijk en gestoord besluit van deze VVDer. Debat aangevraagd. ;0
Vandaag samen met collega @harmbeertema schriftelijke vragen gesteld. Scholen moeten veilig zijn voor kinderen! ;1
Topman Rinus Otte moet zijn verantwoordelijkheid nemen en zo snel mogelijk zijn biezen pakken! Aanstaande dinsdag aangemeld voor mondelinge vragen aan minister. ;0
Ongelooflijk weer. Wat een bende daar! Zojuist aangemeld voor mondelinge vragen as dinsdag! ;0
Wat een smerige, vunzige  puinhoop daar bij het OM. Snel met een grote bezem erdoorheen ;0
Geen proefverlof voor een moordenaar van 6 kinderen. Kamervragen met @geertwilderspvv                          ;0
Neprechters bezoedelen onze rechtsstaat. Deze D66-losers zorgen voor meer illegale gelukzoekers die op hun beurt weer zorgen voor nog meer misdaad in en gevaar voor Nederland ;0
OM en rechter moeten zich schamen. De PVV heeft wet ingediend zodat hoge minimumstraffen kunnen worden ingevoerd. ;0
Ook FVD van @thierrybaudet beschermt Nederland niet. Mede door hem, en bijna alle andere partijen, lopen nu levensgevaarlijke criminelen vrij rond. ;0
Duidelijk dat aanslag op Joods restaurant in Amsterdam gepleegd is met anti-joods motief. Politie moet dader opsporen en OM moet keihard vervolgen. Samen met @GraafdeMachiel kamervragen gesteld. ;0
"Schokkend bericht. Zojuist debat aangevraagd@met Minister van Justitie &amp; Veiligheid. ";1
@ChrisvanDamCDA @RechtspraakNL @cdavandaag Sjef is voorzitter partijcommissie VVD, voorzitter van reclassering Nederland en jawel @ChrisvanDamCDA ook (plv) raadsheer bij gerechtshof Den Haag. Kan je niet googelen of breng je mij nu actief en en ten onrechte in diskrediet. Eerlijk zeggen ouwe boef. ;0
Pfff daar gaan we weer..@ferdgrapperhaus en @SanderDekker zijn al op onbegeleid verlof. Meer dan dat kan Nederland niet aan. Sukkels zijn het.  ;0
Zojuist weer een debat aangevraagd want de Minister weigert in te grijpen. Ondertussen loopt een gevaarlijke terrorist vrij rond. GEEN enkele partij steunde mijn verzoek. Laffe wegkijkers in dit parlement ;0
Boeven moeten in de cel. Zgn verloven moeten per direct stoppen. NU en VOOR ALTIJD.Ministerie liegt over vele incidenten en loslopende gevangenen. Daarom Minister zsm op het matje. Aangemeld voor debat en mondelinge vragen  ;0
@LodewijkA Hallo Lodewijk. Sorry je hebt gelijk. Islamitische PvdA Kamervoorzitter draait microfoon dicht van  Joods  PVV kamerlid die debat over moslimterrorist wil om Joods eethuis en anderen te beschermen;0
Marrokkaanse vz van NL parlement draaide mijn microfoon dicht. De laffe wegkijkers in de Kamer weigeren de Minister op het matje te roepen en laten dus een Syrische terrorist hier vrij rond lopen.Saleh Ali heeft gezegd opnieuw te willen en te kunnen toeslaan. Levensgevaarlijk!;0
Morgen vraag ik een spoeddebat aan. Want Grapperhaus laat een Syrische terrorist vrij rondlopen in Nederland. Donderdag pleegde hij een aanslag op Joods restaurant. Maar misschien morgen op uw buurtsuper. Grapperhaus als Justitie Minister is levensgevaarlijk.;0
Tbs klinieken worden beloond als zij gevaarlijke gekken zo snel mogelijk op de maatschappij loslaten. Levensgevaarlijk die tbs klinieken. Schriftelijke vragen gesteld ;0
Grapperhaus en Van Aartsen laten Islamitische terroristen hun gang gaan. Met hun dhimmi gedrag zetten zij de deur open voor meer aanslagen op Joodse doelwitten. Kamervragen gesteld samen met @geertwilderspvv, @GraafdeMachiel en Sietse Fritsma ;0
Veroordeelde pedofiel direct na direct na zijn tbs weer toegeslagen. Tbs werkt niet. Sluit enge, gevaarlijke pedofielen zo lang mogelijk op. Schriftelijke vragen gesteld ;0
Terrorist pleegt aanslag op Joods doelwit. Maar laf OM en dhimmi Ministerie van Justitie en Veiligheid noemt het ‘vernieling’ en laat de terrorist binnen paar uurtjes vrij. Aangemeld voor mondelinge vragen. Minister moet zorgen dat deze terrorist weer wordt opgepakt! ;0
Behalve PVV wilde niemand  de Minister ter verantwoording roepen. Daarom samen @GraafdeMachiel en @geertwilderspvv Kamervragen gesteld. Want islamitische kinderverkrachter mag zijn straf niet ontlopen! ;0
Alleen de PVV wil rechters direct kiezen. Alle andere partijen zijn dus voor ubersofte straffen in Nederland ;0
Wat een grof schandaal! Zojuist aangemeld voor Mondelinge Vragen vanmiddag.                                     ;0
Inbreng Gidi Markuszower - Tweede termijn begroting Justitie en Veiligheid ;1
SP pampert misdadigers. PVV is de partij die onschuldige burger wil beschermen ;0
Onbetrouwbare en niet onafhankelijke rechters. Nederland glijdt af tot een bananenrepubliek. ;0
@geertwilderspvv Onbetrouwbare en niet onafhankelijke rechters. Nederland glijdt af tot een bananenrepubliek;0
Kopschoppers moeten hoge straffen krijgen. ;0
Weer een kindermoordenaar die op onbegeleid verlof mag. Om gek van te worden. Staatssecretaris staat erbij en kijkt ernaar. SV gesteld. ;0
Alweer een gevaarlijke misdadiger  op verlof. Maatschappij moet worden beschermd. Schriftelijke vragen gesteld ;0
@EenVandaag @MvanToorenburg Schaf liever TBS af en geef enge, gevaarlijke misdadigers (zoals zeden delinquenten) levenslang.;0
Schriftelijke vragen gesteld. Verdachte Michael P, had nog in de cel moeten zitten. ;0
Rechters zijn van het padje. TBSers moeten in de cel, niet moordend op straat. ;0
Kopschoppers moeten keihard gestraft worden. Slappe rechters straffen weer te laag! Schriftelijke vragen gesteld ;0
Schriftelijke vragen. ;1
@geenstijl Die daders moeten 180 jaar de cel in! ;0
@telegraaf De minister moet belang van de slachtoffers voorop stellen en deze laffe daders keihard aanpakken. Schriftelijke vragen gesteld. ;0
Kettingzaagvader moet niet vrij, maar in de cel! ;0
Knettergekke rechter beboet school wegens kind niet op foto ivm Islamitisch feest. Waanzin! Moet ophouden. Kamervragen gesteld ;0
"TBS klinieken: 'seksklinieken'.
Criminelen moeten lang in de cel. Niet in een 'amateur bordeel'.  ";0
"PVV wil verkrachters en moordenaars zwaarder straffen; alle andere fracties in de TK stemmen voor lage straffen en soft TBS systeem ";0
Gevangenissen nog steeds zo lek als mijn mandje. Schriftelijke vragen gesteld ;0
Hoe kan het dat gevangenen überhaupt smokkelwaar bezitten waarmee ze brand kunnen stichten? ;0
Gruwelijke moordenaar van meisje van Nulde mag nooit meer vrij rond lopen! Schriftelijke vragen gesteld ;0
@ADnl De daders die deze misdadenhebben gepleegd: levenslang in de cel. Nabestaanden hebben ook levenslang. Samenleving moet beschermd worden. ;1
Verbijsterde reacties op vervroegde vrijlating Poolse doodrijder | Binnenland | AD.nl ;1
Politiek spreekt schande van vrijlating ;0
Politiek reageert met verbijstering op vervroegde vrijlating doodrijder: 'Het is een schande' - RTL Nieuws ;0
@geertwilderspvv @telegraaf Aangemeld voor Mondelinge Vragen. De Staatssecretaris moet zorgen dat veroordeelden hun hele straf uitzitten.;0
Steun voor debat. Enkelbanden afschaffen en moordenaars en verkrachters direct de cel in. ;0
Zware crimi's en verkrachters lachen justitie uit. PVV @lilianhelderpvv strijdt al jaren tegen de enkelband. Vanmiddag vraag ik debat aan ;0
@mickvanwely Zware crimi's en verkrachters lachen justitie. PVV @lilianhelderpvv strijdt al jaren tegen de enkelband. Vanmiddag aanvraag debat.;0
Levenslang veroordeelde moordenaars moeten nu van crazy Europese rechters op verlof. LEVENSGEVAARLIJK. Schriftelijke vragen gesteld. ;0
"Maidenspeech in Tweede Kamer: 
";0
@GraafdeMachiel @geertwilderspvv  ;1
Levenslang moet levenslang blijven. Slappe D66 rechters beroepen zich op internationale verdragen. Die moeten we dan maar opzeggen. ;0
Criminelen horen in de cel. Namelijk ondanks een 'enkelband' is nu vrouw verkracht. Schriftelijke vragen gesteld ;0
Schriftelijke Vragen: Stop de smokkelwaar in gevangenissen ;0
Gevangenen moeten eten wat de pot schaft. Het wordt tijd dat slachtoffers centraal staan en daders keihard gestraft. Schriftelijke vragen ;0
Alarm over homohaat | Telegraaf.nl ;0
Marokkaanse straatterreur moet keihard worden bestreden. De Nederlandse straten moeten weer van ons worden. Aangemeld voor mondelinge vragen ;1
@telegraaf Marokkaanse straatterreur moet keihard worden bestreden. De Nederlandse straten moeten weer van ons worden. Aangemeld voor mondelinge vragen;1
PVV vragen over drugsgebruik in tbs klinieken ;0
PVV vragen over spoorloze kinderverkrachter ;0
Schriftelijke vragen: ;0
Dubbele moord gepleegd door voortvluchtige TBSer. TBS afschaffen en misdadigers heel lang in donkere cel.Aangemeld voor mondelinge vragen;0
